,loss,accuracy,precision,recall,auc,val_loss,val_accuracy,val_precision,val_recall,val_auc
0,11.514091491699219,0.38200879096984863,0.05927647650241852,0.7626168131828308,0.5802165269851685,10.622881889343262,0.49733221530914307,0.07218683511018753,0.7640449404716492,0.6761136054992676
1,10.217019081115723,0.5253205895423889,0.07400450855493546,0.7364485859870911,0.6681697964668274,9.433353424072266,0.5922493934631348,0.09323116391897202,0.8202247023582458,0.7608556747436523
2,9.068699836730957,0.5925301909446716,0.08893195539712906,0.7719626426696777,0.7433055639266968,8.382884979248047,0.6545913815498352,0.11094674468040466,0.8426966071128845,0.8075863122940063
3,8.0623779296875,0.6560891270637512,0.10495846718549728,0.7794392704963684,0.7880345582962036,7.468196392059326,0.6902555227279663,0.12306438386440277,0.8483145833015442,0.8345470428466797
4,7.187528610229492,0.6734999418258667,0.1129750981926918,0.8056074976921082,0.8087533712387085,6.677134990692139,0.7000842690467834,0.12916666269302368,0.8707864880561829,0.8516674637794495
5,6.426079750061035,0.7022371888160706,0.121567502617836,0.7943925261497498,0.8236840963363647,5.978419780731201,0.730131983757019,0.13983440399169922,0.8539325594902039,0.8614835739135742
6,5.763854026794434,0.7416456341743469,0.1346469670534134,0.7663551568984985,0.8388004899024963,5.37764310836792,0.7486661076545715,0.14818449318408966,0.8483145833015442,0.8669022917747498
7,5.193223476409912,0.7511934638023376,0.14174823462963104,0.7850467562675476,0.8478519916534424,4.870151519775391,0.7452962398529053,0.14782609045505524,0.8595505356788635,0.871988832950592
8,4.70698356628418,0.7447346448898315,0.14136125147342682,0.8074766397476196,0.8496189117431641,4.439610481262207,0.731255292892456,0.14298808574676514,0.8764045238494873,0.876704216003418
9,4.278820991516113,0.7381821870803833,0.14118020236492157,0.8317757248878479,0.8607132434844971,4.0693254470825195,0.7228306531906128,0.1410825252532959,0.8932584524154663,0.880895733833313
10,3.9113972187042236,0.7414584159851074,0.14526920020580292,0.8523364663124084,0.869796872138977,3.7385506629943848,0.7292895317077637,0.14466546475887299,0.898876428604126,0.8835145831108093
11,3.5968010425567627,0.7423008680343628,0.14317889511585236,0.8317757248878479,0.8672786951065063,3.45682430267334,0.7270429730415344,0.14426523447036743,0.9044944047927856,0.8867802619934082
12,3.317594528198242,0.7526912093162537,0.1503484845161438,0.8467289805412292,0.8782520890235901,3.2012765407562256,0.7413647770881653,0.14985862374305725,0.8932584524154663,0.8886592388153076
13,3.0756499767303467,0.7610222101211548,0.15374056994915009,0.8373831510543823,0.8836171627044678,2.9822354316711426,0.7452962398529053,0.15252621471881866,0.898876428604126,0.8910173177719116
14,2.867269992828369,0.7595244646072388,0.15195071697235107,0.8299065232276917,0.8830091953277588,2.8006584644317627,0.7379949688911438,0.14948932826519012,0.9044944047927856,0.8941792845726013
15,2.6786019802093506,0.7599925398826599,0.15621823072433472,0.8616822361946106,0.890893816947937,2.6355764865875244,0.739118218421936,0.15004660189151764,0.9044944047927856,0.8963829874992371
16,2.5146942138671875,0.7609285712242126,0.15721562504768372,0.8654205799102783,0.8933342695236206,2.4903388023376465,0.740241527557373,0.15060804784297943,0.9044944047927856,0.8986480236053467
17,2.371953248977661,0.761771023273468,0.15652768313884735,0.8560747504234314,0.8918631076812744,2.3583483695983887,0.744172990322113,0.15260663628578186,0.9044944047927856,0.9007123112678528
18,2.242110013961792,0.7616774439811707,0.15787683427333832,0.8672897219657898,0.8957887887954712,2.250030517578125,0.7354675531387329,0.14825046062469482,0.9044944047927856,0.9025364518165588
19,2.1228091716766357,0.7693531513214111,0.16335079073905945,0.8747663497924805,0.9020678997039795,2.1255407333374023,0.7579331398010254,0.1600397676229477,0.9044944047927856,0.9033161401748657
20,2.0227198600769043,0.7841430306434631,0.1689719557762146,0.8448598384857178,0.8993103504180908,2.0179619789123535,0.7747823596000671,0.168789803981781,0.8932584524154663,0.9042677283287048
21,1.9353457689285278,0.7950950264930725,0.17695312201976776,0.8467289805412292,0.8976058959960938,1.9404172897338867,0.7686043381690979,0.1656314730644226,0.898876428604126,0.9060039520263672
22,1.8436846733093262,0.7864831686019897,0.1737668216228485,0.8691588640213013,0.9070917367935181,1.8790926933288574,0.7565290927886963,0.15857283771038055,0.898876428604126,0.9079569578170776
23,1.7692325115203857,0.7802115678787231,0.17238886654376984,0.8915888071060181,0.9083927273750305,1.8102898597717285,0.7587756514549255,0.1598401665687561,0.898876428604126,0.9094356298446655
24,1.6981968879699707,0.790227472782135,0.1795642375946045,0.8934579491615295,0.912308931350708,1.7241458892822266,0.7832069396972656,0.1736263781785965,0.8876404762268066,0.9098922610282898
25,1.642623782157898,0.8111953735351562,0.19099248945713043,0.8560747504234314,0.9088873267173767,1.6689045429229736,0.7806795835494995,0.1726384311914444,0.8932584524154663,0.9109410643577576
26,1.5860649347305298,0.7979032397270203,0.1823161244392395,0.8710280656814575,0.9102142453193665,1.6382302045822144,0.7649536728858948,0.16411824524402618,0.9044944047927856,0.9128067493438721
