prob_0,prob_1,predicted_class,set,date,true_y
0.2355331,0.7644669,0,train,1982-01-31,0
0.88074154,0.119258426,0,train,1982-02-01,0
0.5444378,0.4555622,1,train,1982-02-02,0
0.53403026,0.4659698,0,train,1982-02-03,0
0.54895306,0.4510469,0,train,1982-02-04,0
0.17557557,0.8244244,0,train,1982-02-05,0
0.47443727,0.5255627,0,test,1982-02-06,0
0.8771986,0.12280142,0,train,1982-02-07,0
0.45233697,0.5476631,0,train,1982-02-08,0
0.44568524,0.5543148,0,train,1982-02-09,0
0.84707654,0.15292346,0,train,1982-02-10,0
0.9319183,0.06808161,0,train,1982-02-11,0
0.771557,0.22844309,0,test,1982-02-12,0
0.94510317,0.054896895,0,test,1982-02-13,0
0.93125975,0.0687403,0,test,1982-02-14,0
0.88548166,0.11451834,0,train,1982-02-15,0
0.8096774,0.19032253,0,train,1982-02-16,0
0.77172333,0.2282767,0,test,1982-02-17,0
0.79714864,0.20285134,0,train,1982-02-18,0
0.96317244,0.036827493,0,train,1982-02-19,0
0.9508288,0.04917124,0,train,1982-02-20,0
0.97806084,0.021939186,0,train,1982-02-21,0
0.9874993,0.012500684,0,train,1982-02-22,0
0.9514182,0.04858173,0,train,1982-02-23,0
0.5628309,0.43716902,0,train,1982-02-24,0
0.8030017,0.19699827,0,train,1982-02-25,0
0.8968393,0.10316072,0,test,1982-02-26,0
0.9212392,0.07876083,0,test,1982-02-27,0
0.8188599,0.18114011,0,test,1982-02-28,0
0.95886827,0.041131746,0,train,1982-03-01,0
0.95323724,0.046762712,0,train,1982-03-02,0
0.67325276,0.3267473,0,train,1982-03-03,0
0.4092505,0.59074944,1,train,1982-03-04,0
0.73152053,0.2684795,0,train,1982-03-05,0
0.67113334,0.3288667,0,test,1982-03-06,0
0.9264035,0.0735965,0,train,1982-03-07,0
0.9764948,0.023505194,0,train,1982-03-08,0
0.9633973,0.036602706,0,train,1982-03-09,0
0.8840228,0.11597719,0,train,1982-03-10,0
0.90775555,0.09224446,0,test,1982-03-11,0
0.79848874,0.2015113,0,train,1982-03-12,0
0.80183715,0.19816284,0,test,1982-03-13,0
0.94822663,0.051773414,0,train,1982-03-14,0
